sub,resp_type,proportion
280281,1,0.29219143576826195
280282,1,0.17027027027027028
280283,1,0.21604938271604937
280284,1,0.25
280285,1,0.2042042042042042
280286,1,0.21374045801526717
280288,1,0.23770491803278687
280289,1,0.17983651226158037
280292,1,0.23512747875354106
280297,1,0.2289855072463768
280298,1,0.2950391644908616
280299,1,0.3788300835654596
280300,1,0.1661721068249258
280301,1,0.2616822429906542
280302,1,0.2707774798927614
280303,1,0.2949061662198391
280304,1,0.25569620253164554
280305,1,0.23809523809523808
280306,1,0.16489361702127658
280307,1,0.2299168975069252
280308,1,0.25065963060686014
280309,1,0.24864864864864866
280310,1,0.1634349030470914
280311,1,0.16172506738544473
280312,1,0.30919220055710306
280313,1,0.31788079470198677
280314,1,0.34704370179948585
280315,1,0.2653061224489796
280316,1,0.2727272727272727
280317,1,0.2928759894459103
280318,1,0.23607427055702918
280320,1,0.20207253886010362
280321,1,0.21739130434782608
280322,1,0.3058510638297872
280325,1,0.26063829787234044
280326,1,0.27320954907161804
280327,1,0.25474254742547425
280328,1,0.13648293963254593
280329,1,0.2774869109947644
280330,1,0.25935828877005346
280332,1,0.17567567567567569
280333,1,0.20710059171597633
280334,1,0.1671018276762402
280335,1,0.09948979591836735
280336,1,0.17091836734693877
280337,1,0.2051948051948052
280339,1,0.21875
280340,1,0.23582089552238805
280342,1,0.33238636363636365
280343,1,0.233502538071066
280344,1,0.23759791122715404
280345,1,0.29705882352941176
280346,1,0.22727272727272727
280347,1,0.23728813559322035
280349,1,0.2559366754617414
280350,1,0.13934426229508196
280351,1,0.25555555555555554
280352,1,0.2786458333333333
280353,1,0.22900763358778625
280354,1,0.2977346278317152
280355,1,0.26631853785900783
280356,1,0.20066889632107024
280357,1,0.14511873350923482
280360,1,0.11282051282051282
280361,1,0.2335958005249344
280362,1,0.22413793103448276
280363,1,0.13101604278074866
280364,1,0.19166666666666668
280365,1,0.2845528455284553
280367,1,0.26732673267326734
280368,1,0.3150684931506849
280369,1,0.3294460641399417
280370,1,0.26052631578947366
280371,1,0.16129032258064516
280372,1,0.15846994535519127
280373,1,0.3031161473087819
280374,1,0.3076923076923077
280375,1,0.21465968586387435
280376,1,0.2193877551020408
280377,1,0.1760204081632653
280379,1,0.2421875
280380,1,0.15104166666666666
280383,1,0.15736040609137056
280384,1,0.22857142857142856
280385,1,0.22486772486772486
280386,1,0.22077922077922077
280387,1,0.2948717948717949
280389,1,0.30939226519337015
280391,1,0.20930232558139536
280392,1,0.21066666666666667
280395,1,0.21525885558583105
280396,1,0.3439153439153439
280398,1,0.2891246684350133
280403,1,0.2236842105263158
280404,1,0.13636363636363635
280405,1,0.30809399477806787
280406,1,0.27761194029850744
280407,1,0.2557471264367816
280408,1,0.2372448979591837
280409,1,0.23604060913705585
280411,1,0.34916201117318435
280412,1,0.27900552486187846
280413,1,0.20786516853932585
280418,1,0.2222222222222222
280419,1,0.2570621468926554
280420,1,0.1820580474934037
280422,1,0.24538258575197888
280428,1,0.26666666666666666
280429,1,0.2715736040609137
280430,1,0.22564102564102564
280433,1,0.19518716577540107
280435,1,0.2915601023017903
280436,1,0.2644628099173554
280437,1,0.35233160621761656
280438,1,0.30670926517571884
280440,1,0.2443820224719101
280441,1,0.3464052287581699
280444,1,0.26666666666666666
280281,2,0.3677581863979849
280282,2,0.5297297297297298
280283,2,0.42592592592592593
280284,2,0.438953488372093
280285,2,0.5375375375375375
280286,2,0.549618320610687
280288,2,0.45081967213114754
280289,2,0.5613079019073569
280292,2,0.509915014164306
280297,2,0.4608695652173913
280298,2,0.3733681462140992
280299,2,0.3064066852367688
280300,2,0.5133531157270029
280301,2,0.4174454828660436
280302,2,0.353887399463807
280303,2,0.3806970509383378
280304,2,0.46835443037974683
280305,2,0.4523809523809524
280306,2,0.5212765957446809
280307,2,0.48753462603878117
280308,2,0.43271767810026385
280309,2,0.4027027027027027
280310,2,0.518005540166205
280311,2,0.48247978436657685
280312,2,0.3983286908077994
280313,2,0.3675496688741722
280314,2,0.37532133676092544
280315,2,0.37244897959183676
280316,2,0.4051948051948052
280317,2,0.3641160949868074
280318,2,0.3952254641909814
280320,2,0.5207253886010362
280321,2,0.5081521739130435
280322,2,0.36436170212765956
280325,2,0.375
280326,2,0.4350132625994695
280327,2,0.4146341463414634
280328,2,0.5144356955380578
280329,2,0.39528795811518325
280330,2,0.39572192513368987
280332,2,0.572972972972973
280333,2,0.4319526627218935
280334,2,0.5352480417754569
280335,2,0.6428571428571429
280336,2,0.45408163265306123
280337,2,0.5038961038961038
280339,2,0.4583333333333333
280340,2,0.4746268656716418
280342,2,0.3409090909090909
280343,2,0.42385786802030456
280344,2,0.3681462140992167
280345,2,0.39705882352941174
280346,2,0.37967914438502676
280347,2,0.4717514124293785
280349,2,0.39050131926121373
280350,2,0.43169398907103823
280351,2,0.3472222222222222
280352,2,0.4661458333333333
280353,2,0.5343511450381679
280354,2,0.3818770226537217
280355,2,0.45430809399477806
280356,2,0.45484949832775917
280357,2,0.5435356200527705
280360,2,0.541025641025641
280361,2,0.49606299212598426
280362,2,0.41954022988505746
280363,2,0.5294117647058824
280364,2,0.5805555555555556
280365,2,0.3902439024390244
280367,2,0.3564356435643564
280368,2,0.40273972602739727
280369,2,0.3760932944606414
280370,2,0.4052631578947368
280371,2,0.5161290322580645
280372,2,0.5683060109289617
280373,2,0.3597733711048159
280374,2,0.47527472527472525
280375,2,0.4816753926701571
280376,2,0.45408163265306123
280377,2,0.5637755102040817
280379,2,0.3880208333333333
280380,2,0.4921875
280383,2,0.47715736040609136
280384,2,0.43896103896103894
280385,2,0.47354497354497355
280386,2,0.44935064935064933
280387,2,0.36153846153846153
280389,2,0.3867403314917127
280391,2,0.40310077519379844
280392,2,0.4693333333333333
280395,2,0.5149863760217984
280396,2,0.34656084656084657
280398,2,0.48010610079575594
280403,2,0.49736842105263157
280404,2,0.6229946524064172
280405,2,0.42036553524804177
280406,2,0.3850746268656716
280407,2,0.3850574712643678
280408,2,0.4744897959183674
280409,2,0.5253807106598984
280411,2,0.2849162011173184
280412,2,0.3839779005524862
280413,2,0.5084269662921348
280418,2,0.5
280419,2,0.5112994350282486
280420,2,0.5224274406332454
280422,2,0.42216358839050133
280428,2,0.35942028985507246
280429,2,0.3477157360406091
280430,2,0.4128205128205128
280433,2,0.4919786096256685
280435,2,0.4373401534526854
280436,2,0.44352617079889806
280437,2,0.32642487046632124
280438,2,0.3450479233226837
280440,2,0.3707865168539326
280441,2,0.3202614379084967
280444,2,0.39090909090909093
280281,3,0.34005037783375314
