sub,hr,congruent,rsi
280332,0.6363636363636364,1,5
280333,0.5,1,5
280334,0.5384615384615384,1,5
280335,0.7777777777777778,1,5
280336,0.5294117647058824,1,5
280337,0.3,1,5
280339,0.5263157894736842,1,5
280340,0.7857142857142857,1,5
280342,0.21428571428571427,1,5
280343,0.28,1,5
280344,0.2,1,5
280345,0.2,1,5
280346,0.07692307692307693,1,5
280347,0.5454545454545454,1,5
280349,0.3125,1,5
280350,0.5,1,5
280351,0.47058823529411764,1,5
280352,0.42105263157894735,1,5
280353,0.5882352941176471,1,5
280354,0.3684210526315789,1,5
280355,0.3157894736842105,1,5
280356,0.5263157894736842,1,5
280357,0.5454545454545454,1,5
280360,0.47368421052631576,1,5
280361,0.5,1,5
280362,0.6428571428571429,1,5
280363,0.6923076923076923,1,5
280364,0.7142857142857143,1,5
280365,0.2857142857142857,1,5
280367,0.3333333333333333,1,5
280368,0.25,1,5
280369,0.42857142857142855,1,5
280370,0.2777777777777778,1,5
280371,0.375,1,5
280372,0.6363636363636364,1,5
280373,0.42857142857142855,1,5
280374,0.3333333333333333,1,5
280375,0.7333333333333333,1,5
280376,0.2,1,5
280377,0.5833333333333334,1,5
280379,0.3333333333333333,1,5
280380,0.6,1,5
280383,0.5,1,5
280384,0.5,1,5
280385,0.47058823529411764,1,5
280386,0.5263157894736842,1,5
280387,0.4117647058823529,1,5
280389,0.4375,1,5
280391,0.3684210526315789,1,5
280392,0.3333333333333333,1,5
280395,0.29411764705882354,1,5
280396,0.3076923076923077,1,5
280398,0.3333333333333333,1,5
280403,0.16666666666666666,1,5
280404,0.875,1,5
280405,0.2777777777777778,1,5
280406,0.42857142857142855,1,5
280408,0.47058823529411764,1,5
280409,0.25,1,5
280411,0.23529411764705882,1,5
280412,0.42857142857142855,1,5
280413,0.25,1,5
280418,0.4166666666666667,1,5
280419,0.5,1,5
280420,0.47058823529411764,1,5
280422,0.29411764705882354,1,5
280428,0.4,1,5
280429,0.5294117647058824,1,5
280430,0.5,1,5
280433,0.3157894736842105,1,5
280435,0.5,1,5
280436,0.4,1,5
280437,0.46153846153846156,1,5
280438,0.3333333333333333,1,5
280440,0.13333333333333333,1,5
280444,0.4666666666666667,1,5
280281,0.4117647058823529,0,5
280282,0.5384615384615384,0,5
280283,0.5,0,5
280285,0.5,0,5
280286,0.5555555555555556,0,5
280288,0.5714285714285714,0,5
280289,0.5,0,5
280292,0.4166666666666667,0,5
280297,0.5,0,5
280298,0.4,0,5
280299,0.4166666666666667,0,5
280300,0.5555555555555556,0,5
280301,0.16666666666666666,0,5
280302,0.25,0,5
280303,0.2727272727272727,0,5
280304,0.4117647058823529,0,5
280305,0.4444444444444444,0,5
280306,0.7333333333333333,0,5
280307,0.3888888888888889,0,5
280308,0.35714285714285715,0,5
280309,0.3076923076923077,0,5
280310,0.6428571428571429,0,5
280311,0.2777777777777778,0,5
280312,0.35294117647058826,0,5
280313,0.18181818181818182,0,5
280314,0.25,0,5
280315,0.3333333333333333,0,5
280316,0.4166666666666667,0,5
280317,0.47058823529411764,0,5
280318,0.45454545454545453,0,5
280320,0.5333333333333333,0,5
280321,0.9090909090909091,0,5
280322,0.4,0,5
280325,0.3333333333333333,0,5
280326,0.4444444444444444,0,5
280327,0.35714285714285715,0,5
280328,0.3333333333333333,0,5
280329,0.3,0,5
280330,0.5789473684210527,0,5
280332,0.6428571428571429,0,5
280333,0.4,0,5
280334,0.5384615384615384,0,5
280335,0.6666666666666666,0,5
280336,0.3076923076923077,0,5
280337,0.45454545454545453,0,5
280339,0.4166666666666667,0,5
280340,0.6153846153846154,0,5
280342,0.38461538461538464,0,5
280343,0.36363636363636365,0,5
280344,0.18181818181818182,0,5
280345,0.25,0,5
280346,0.29411764705882354,0,5
280347,0.5416666666666666,0,5
280349,0.4117647058823529,0,5
280350,0.6363636363636364,0,5
280351,0.1,0,5
280352,0.4166666666666667,0,5
280353,0.2857142857142857,0,5
280354,0.0,0,5
280355,0.4375,0,5
280356,0.375,0,5
280357,0.631578947368421,0,5
280360,0.5,0,5
280361,0.5833333333333334,0,5
280362,0.5384615384615384,0,5
280363,0.5,0,5
280364,0.4666666666666667,0,5
280365,0.5,0,5
280367,0.26666666666666666,0,5
280368,0.6666666666666666,0,5
280369,0.45454545454545453,0,5
280370,0.6153846153846154,0,5
280371,0.8,0,5
280372,0.6923076923076923,0,5
280373,0.3,0,5
280374,0.4666666666666667,0,5
280375,0.2727272727272727,0,5
280376,0.35714285714285715,0,5
280377,0.6111111111111112,0,5
280379,0.2727272727272727,0,5
280380,0.5833333333333334,0,5
280383,0.7058823529411765,0,5
280384,0.6666666666666666,0,5
280385,0.3333333333333333,0,5
280386,0.5555555555555556,0,5
280387,0.15384615384615385,0,5
280389,0.6,0,5
280391,0.3333333333333333,0,5
280392,0.4117647058823529,0,5
280395,0.6,0,5
280396,0.29411764705882354,0,5
280398,0.2857142857142857,0,5
280403,0.7,0,5
280404,0.5384615384615384,0,5
280405,0.4,0,5
280406,0.29411764705882354,0,5
280408,0.3333333333333333,0,5
280409,0.4117647058823529,0,5
280411,0.375,0,5
280412,0.09090909090909091,0,5
280413,0.5555555555555556,0,5
280418,0.7272727272727273,0,5
280419,0.8,0,5
280420,0.6111111111111112,0,5
280422,0.3,0,5
280428,0.38461538461538464,0,5
280429,0.5714285714285714,0,5
280430,0.4444444444444444,0,5
280433,0.7,0,5
280435,0.5,0,5
280436,0.375,0,5
280437,0.42857142857142855,0,5
280438,0.3333333333333333,0,5
280440,0.42857142857142855,0,5
280444,0.2,0,5
280281,0.38095238095238093,1,6
280282,0.4,1,6
280283,0.4,1,6
280285,0.5,1,6
280286,0.48148148148148145,1,6
280288,0.4090909090909091,1,6
280289,0.42857142857142855,1,6
280292,0.5882352941176471,1,6
280297,0.5,1,6
280298,0.5238095238095238,1,6
280299,0.21739130434782608,1,6
280300,0.5789473684210527,1,6
280301,0.3684210526315789,1,6
280302,0.3125,1,6
280303,0.45,1,6
280304,0.5238095238095238,1,6
280305,0.6842105263157895,1,6
280306,0.5416666666666666,1,6
280307,0.3333333333333333,1,6
280308,0.6521739130434783,1,6
280309,0.4090909090909091,1,6
280310,0.5652173913043478,1,6
280311,0.5238095238095238,1,6
280312,0.375,1,6
280313,0.3157894736842105,1,6
280314,0.25,1,6
280315,0.2777777777777778,1,6
280316,0.55,1,6
280317,0.44,1,6
280318,0.4782608695652174,1,6
280320,0.5238095238095238,1,6
280321,0.5217391304347826,1,6
280322,0.4583333333333333,1,6
280325,0.36,1,6
280326,0.3333333333333333,1,6
280327,0.5238095238095238,1,6
280328,0.4166666666666667,1,6
280329,0.3181818181818182,1,6
280330,0.38095238095238093,1,6
280332,0.2857142857142857,1,6
280333,0.43478260869565216,1,6
280334,0.42857142857142855,1,6
280335,0.7857142857142857,1,6
280336,0.6521739130434783,1,6
280337,0.45454545454545453,1,6
280339,0.5789473684210527,1,6
280340,0.6842105263157895,1,6
280342,0.5714285714285714,1,6
280343,0.5833333333333334,1,6
280344,0.3181818181818182,1,6
280345,0.42105263157894735,1,6
280346,0.35714285714285715,1,6
280347,0.6190476190476191,1,6
280349,0.3684210526315789,1,6
280350,0.3076923076923077,1,6
280351,0.45454545454545453,1,6
280352,0.4827586206896552,1,6
280353,0.5909090909090909,1,6
280354,0.35,1,6
280355,0.3684210526315789,1,6
280356,0.5833333333333334,1,6
280357,0.3684210526315789,1,6
280360,0.5882352941176471,1,6
280361,0.391304347826087,1,6
280362,0.5294117647058824,1,6
280363,0.76,1,6
280364,0.6153846153846154,1,6
280365,0.38095238095238093,1,6
280367,0.5,1,6
280368,0.5333333333333333,1,6
280369,0.15,1,6
280370,0.38095238095238093,1,6
280371,0.47368421052631576,1,6
280372,0.29411764705882354,1,6
280373,0.3157894736842105,1,6
280374,0.5294117647058824,1,6
280375,0.38461538461538464,1,6
280376,0.5,1,6
280377,0.5806451612903226,1,6
280379,0.5555555555555556,1,6
280380,0.5,1,6
280383,0.38461538461538464,1,6
280384,0.35,1,6
280385,0.4375,1,6
280386,0.5,1,6
280387,0.28,1,6
280389,0.5,1,6
280391,0.47368421052631576,1,6
280392,0.3157894736842105,1,6
280395,0.47619047619047616,1,6
280396,0.2916666666666667,1,6
280398,0.5833333333333334,1,6
280403,0.5555555555555556,1,6
280404,0.75,1,6
280405,0.5217391304347826,1,6
280406,0.391304347826087,1,6
280408,0.3181818181818182,1,6
280409,0.5909090909090909,1,6
280411,0.16666666666666666,1,6
280412,0.44,1,6
280413,0.47619047619047616,1,6
280418,0.5217391304347826,1,6
280419,0.5,1,6
280420,0.46153846153846156,1,6
280422,0.2727272727272727,1,6
280428,0.2916666666666667,1,6
280429,0.19047619047619047,1,6
280430,0.36363636363636365,1,6
280433,0.48,1,6
280435,0.5217391304347826,1,6
280436,0.36,1,6
280437,0.35,1,6
280438,0.35294117647058826,1,6
280440,0.47368421052631576,1,6
280444,0.38095238095238093,1,6
280281,0.2631578947368421,0,6
280282,0.6923076923076923,0,6
280283,0.5333333333333333,0,6
280285,0.8333333333333334,0,6
280286,0.6875,0,6
280288,0.42857142857142855,0,6
280289,0.5652173913043478,0,6
280292,0.5,0,6
280297,0.5714285714285714,0,6
280298,0.2631578947368421,0,6
280299,0.5,0,6
280300,0.125,0,6
280301,0.46153846153846156,0,6
280302,0.47619047619047616,0,6
280303,0.5833333333333334,0,6
280304,0.47058823529411764,0,6
280305,0.3076923076923077,0,6
280306,0.5,0,6
280307,0.6842105263157895,0,6
280308,0.16666666666666666,0,6
280309,0.42857142857142855,0,6
280310,0.5,0,6
280311,0.55,0,6
280312,0.16666666666666666,0,6
280313,0.4166666666666667,0,6
280314,0.3181818181818182,0,6
280315,0.44,0,6
280316,0.45,0,6
280317,0.36363636363636365,0,6
280318,0.3333333333333333,0,6
280320,0.4,0,6
280321,0.29411764705882354,0,6
280322,0.3333333333333333,0,6
280325,0.1111111111111111,0,6
280326,0.5333333333333333,0,6
280327,0.47058823529411764,0,6
280328,0.2727272727272727,0,6
280329,0.25,0,6
280330,0.5,0,6
280332,0.56,0,6
280333,0.46153846153846156,0,6
280334,0.6,0,6
280335,0.6875,0,6
280336,0.375,0,6
280337,0.42857142857142855,0,6
280339,0.5217391304347826,0,6
280340,0.9,0,6
280342,0.1,0,6
280343,0.1875,0,6
280344,0.2777777777777778,0,6
280345,0.6666666666666666,0,6
280346,0.4666666666666667,0,6
280347,0.5625,0,6
280349,0.3684210526315789,0,6
280350,0.23529411764705882,0,6
280351,0.38461538461538464,0,6
280352,0.3888888888888889,0,6
280353,0.5294117647058824,0,6
280354,0.3333333333333333,0,6
280355,0.47619047619047616,0,6
280356,0.5714285714285714,0,6
280357,0.6666666666666666,0,6
280360,0.5555555555555556,0,6
280361,0.5,0,6
280362,0.46153846153846156,0,6
280363,0.5,0,6
280364,0.75,0,6
280365,0.4,0,6
280367,0.45454545454545453,0,6
280368,0.5,0,6
280369,0.29411764705882354,0,6
280370,0.42105263157894735,0,6
280371,0.5,0,6
280372,0.5333333333333333,0,6
280373,0.35714285714285715,0,6
280374,0.5,0,6
280375,0.4117647058823529,0,6
280376,0.6666666666666666,0,6
280377,0.4,0,6
280379,0.4,0,6
280380,0.45454545454545453,0,6
280383,0.6153846153846154,0,6
280384,0.25,0,6
280385,0.7333333333333333,0,6
280386,0.42857142857142855,0,6
280387,0.47368421052631576,0,6
280389,0.55,0,6
280391,0.4782608695652174,0,6
280392,0.6111111111111112,0,6
280395,0.5714285714285714,0,6
280396,0.45,0,6
280398,0.5263157894736842,0,6
280403,0.38461538461538464,0,6
280404,0.8333333333333334,0,6
280405,0.5,0,6
280406,0.0625,0,6
280408,0.5294117647058824,0,6
280409,0.5,0,6
280411,0.35,0,6
280412,0.3076923076923077,0,6
280413,0.6,0,6
280418,0.1875,0,6
280419,0.5333333333333333,0,6
280420,0.35294117647058826,0,6
280422,0.3125,0,6
280428,0.4166666666666667,0,6
280429,0.2777777777777778,0,6
280430,0.4117647058823529,0,6
280433,0.5714285714285714,0,6
280435,0.15384615384615385,0,6
280436,0.47058823529411764,0,6
280437,0.2857142857142857,0,6
280438,0.2777777777777778,0,6
280440,0.30434782608695654,0,6
280444,0.3,0,6
280281,0.34782608695652173,1,7
280282,0.5384615384615384,1,7
280283,0.5,1,7
280285,0.6923076923076923,1,7
280286,0.35294117647058826,1,7
280288,0.5,1,7
280289,0.6111111111111112,1,7
280292,0.3076923076923077,1,7
280297,0.42857142857142855,1,7
280298,0.5454545454545454,1,7
280299,0.42105263157894735,1,7
280300,0.5263157894736842,1,7
280301,0.4117647058823529,1,7
280302,0.6153846153846154,1,7
280303,0.5,1,7
280304,0.5,1,7
280305,0.3125,1,7
280306,0.5625,1,7
280307,0.5,1,7
280308,0.4,1,7
280309,0.42105263157894735,1,7
280310,0.5,1,7
280311,0.6,1,7
280312,0.42105263157894735,1,7
280313,0.3076923076923077,1,7
280314,0.17647058823529413,1,7
280315,0.3157894736842105,1,7
280316,0.4666666666666667,1,7
280317,0.4166666666666667,1,7
280318,0.17647058823529413,1,7
280320,0.47058823529411764,1,7
280321,0.6470588235294118,1,7
280322,0.35,1,7
280325,0.3125,1,7
280326,0.6875,1,7
280327,0.26666666666666666,1,7
280328,0.42857142857142855,1,7
280329,0.5,1,7
280330,0.3157894736842105,1,7
280332,0.5625,1,7
280333,0.6470588235294118,1,7
280334,0.6923076923076923,1,7
280335,0.5882352941176471,1,7
280336,0.375,1,7
280337,0.5294117647058824,1,7
280339,0.35294117647058826,1,7
280340,0.5294117647058824,1,7
280342,0.2631578947368421,1,7
280343,0.26666666666666666,1,7
280344,0.6153846153846154,1,7
280345,0.375,1,7
280346,0.4375,1,7
280347,0.0625,1,7
280349,0.5,1,7
280350,0.38095238095238093,1,7
280351,0.25,1,7
280352,0.6153846153846154,1,7
280353,0.5789473684210527,1,7
280354,0.25,1,7
280355,0.5238095238095238,1,7
280356,0.4,1,7
280357,0.6666666666666666,1,7
280360,0.6363636363636364,1,7
280361,0.5294117647058824,1,7
280362,0.35294117647058826,1,7
280363,0.2222222222222222,1,7
280364,0.5333333333333333,1,7
280365,0.4,1,7
280367,0.6,1,7
280368,0.35,1,7
280369,0.3125,1,7
280370,0.14285714285714285,1,7
280371,0.4,1,7
280372,0.7142857142857143,1,7
280373,0.35294117647058826,1,7
280374,0.4375,1,7
280375,0.47058823529411764,1,7
280376,0.5,1,7
280377,0.47058823529411764,1,7
280379,0.5294117647058824,1,7
280380,0.5,1,7
280383,0.42857142857142855,1,7
280384,0.4375,1,7
280385,0.47368421052631576,1,7
280386,0.35294117647058826,1,7
280387,0.3157894736842105,1,7
280389,0.3684210526315789,1,7
280391,0.2,1,7
280392,0.42105263157894735,1,7
280395,0.5333333333333333,1,7
280396,0.4166666666666667,1,7
280398,0.46153846153846156,1,7
280403,0.4,1,7
280404,0.8,1,7
280405,0.42105263157894735,1,7
280406,0.23529411764705882,1,7
280408,0.625,1,7
280409,0.35294117647058826,1,7
280411,0.21428571428571427,1,7
280412,0.35294117647058826,1,7
280413,0.7333333333333333,1,7
280418,0.5,1,7
280419,0.5333333333333333,1,7
280420,0.6666666666666666,1,7
280422,0.6111111111111112,1,7
280428,0.3684210526315789,1,7
280429,0.26666666666666666,1,7
280430,0.29411764705882354,1,7
280433,0.4375,1,7
280435,0.35714285714285715,1,7
280436,0.55,1,7
280437,0.29411764705882354,1,7
280438,0.4375,1,7
280440,0.42857142857142855,1,7
280444,0.4166666666666667,1,7
280281,0.375,0,7
280282,0.5714285714285714,0,7
280283,0.3125,0,7
280285,0.6666666666666666,0,7
280286,0.6666666666666666,0,7
280288,0.5454545454545454,0,7
280289,0.5454545454545454,0,7
280292,0.4166666666666667,0,7
280297,0.4,0,7
280298,0.125,0,7
280299,0.2,0,7
280300,0.3333333333333333,0,7
280301,0.2222222222222222,0,7
280302,0.35714285714285715,0,7
280303,0.18181818181818182,0,7
280304,0.4666666666666667,0,7
280305,0.5,0,7
280306,0.6875,0,7
280307,0.45454545454545453,0,7
280308,0.38461538461538464,0,7
280309,0.3333333333333333,0,7
280310,0.5,0,7
280311,0.5555555555555556,0,7
280312,0.5,0,7
280313,0.5,0,7
280314,0.5,0,7
280315,0.3333333333333333,0,7
280316,0.5333333333333333,0,7
280317,0.36363636363636365,0,7
280318,0.4375,0,7
280320,0.375,0,7
280321,0.5,0,7
280322,0.5555555555555556,0,7
280325,0.3333333333333333,0,7
280326,0.36363636363636365,0,7
280327,0.6153846153846154,0,7
280328,0.5833333333333334,0,7
280329,0.3333333333333333,0,7
280330,0.3125,0,7
280332,0.8571428571428571,0,7
280333,0.375,0,7
280334,0.3125,0,7
280335,0.6428571428571429,0,7
280336,0.4666666666666667,0,7
280337,0.6923076923076923,0,7
280339,0.42857142857142855,0,7
280340,0.2222222222222222,0,7
280342,0.375,0,7
280343,0.25,0,7
280344,0.3076923076923077,0,7
280345,0.35714285714285715,0,7
280346,0.5,0,7
280347,0.3,0,7
280349,0.4166666666666667,0,7
280350,0.625,0,7
280351,0.42857142857142855,0,7
280352,0.42105263157894735,0,7
280353,0.4166666666666667,0,7
280354,0.38461538461538464,0,7
280355,0.4166666666666667,0,7
280356,0.3076923076923077,0,7
280357,0.4166666666666667,0,7
280360,0.3,0,7
280361,0.5714285714285714,0,7
280362,0.4166666666666667,0,7
280363,0.35714285714285715,0,7
280364,0.2,0,7
280365,0.47368421052631576,0,7
280367,0.375,0,7
280368,0.4166666666666667,0,7
280369,0.25,0,7
280370,0.29411764705882354,0,7
280371,0.4444444444444444,0,7
280372,0.5,0,7
280373,0.35714285714285715,0,7
280374,0.42857142857142855,0,7
280375,0.46153846153846156,0,7
280376,0.46153846153846156,0,7
280377,0.7777777777777778,0,7
280379,0.6,0,7
280380,0.42105263157894735,0,7
280383,0.45454545454545453,0,7
280384,0.5833333333333334,0,7
280385,0.5454545454545454,0,7
280386,0.42857142857142855,0,7
280387,0.6666666666666666,0,7
280389,0.3333333333333333,0,7
280391,0.4375,0,7
280392,0.6363636363636364,0,7
280395,0.42857142857142855,0,7
280396,0.35714285714285715,0,7
280398,0.4,0,7
280403,0.5714285714285714,0,7
280404,0.4,0,7
280405,0.3,0,7
280406,0.5,0,7
280408,0.42857142857142855,0,7
280409,0.6428571428571429,0,7
280411,0.25,0,7
280412,0.25,0,7
280413,0.4,0,7
280418,0.4,0,7
280419,0.5,0,7
280420,0.42857142857142855,0,7
280422,0.5,0,7
280428,0.25,0,7
280429,0.42857142857142855,0,7
280430,0.5714285714285714,0,7
280433,0.5,0,7
280435,0.3076923076923077,0,7
280436,0.3333333333333333,0,7
280437,0.1,0,7
280438,0.6,0,7
280440,0.3333333333333333,0,7
280444,0.42857142857142855,0,7
280281,0.47619047619047616,1,8
280282,0.35,1,8
280283,0.47058823529411764,1,8
280285,0.65,1,8
280286,0.6190476190476191,1,8
280288,0.45454545454545453,1,8
280289,0.631578947368421,1,8
280292,0.4,1,8
280297,0.5789473684210527,1,8
280298,0.3157894736842105,1,8
280299,0.2857142857142857,1,8
280300,0.35294117647058826,1,8
280301,0.631578947368421,1,8
280302,0.3125,1,8
280303,0.391304347826087,1,8
280304,0.47368421052631576,1,8
280305,0.5333333333333333,1,8
280306,0.5,1,8
280307,0.5,1,8
280308,0.4782608695652174,1,8
280309,0.4166666666666667,1,8
280310,0.7272727272727273,1,8
280311,0.5,1,8
280312,0.3888888888888889,1,8
280313,0.42857142857142855,1,8
280314,0.42857142857142855,1,8
280315,0.4,1,8
280316,0.23809523809523808,1,8
280317,0.35294117647058826,1,8
280318,0.1,1,8
280320,0.6111111111111112,1,8
280321,0.7,1,8
280322,0.35,1,8
280325,0.2857142857142857,1,8
280326,0.5416666666666666,1,8
280327,0.2608695652173913,1,8
280328,0.6190476190476191,1,8
280329,0.375,1,8
280330,0.4782608695652174,1,8
280332,0.6153846153846154,1,8
280333,0.35294117647058826,1,8
280334,0.5714285714285714,1,8
280335,0.56,1,8
280336,0.3157894736842105,1,8
280337,0.6666666666666666,1,8
280339,0.43478260869565216,1,8
280340,0.4782608695652174,1,8
280342,0.35,1,8
280343,0.4166666666666667,1,8
280344,0.3684210526315789,1,8
280345,0.47368421052631576,1,8
280346,0.4375,1,8
280347,0.5384615384615384,1,8
280349,0.3076923076923077,1,8
280350,0.42857142857142855,1,8
280351,0.47619047619047616,1,8
280352,0.42857142857142855,1,8
280353,0.7142857142857143,1,8
280354,0.4375,1,8
280355,0.5384615384615384,1,8
280356,0.5333333333333333,1,8
280357,0.5909090909090909,1,8
280360,0.6,1,8
280361,0.6190476190476191,1,8
280362,0.07142857142857142,1,8
280363,0.5416666666666666,1,8
280364,0.7368421052631579,1,8
280365,0.42857142857142855,1,8
280367,0.11764705882352941,1,8
280368,0.5,1,8
280369,0.3157894736842105,1,8
280370,0.2857142857142857,1,8
280371,0.5238095238095238,1,8
280372,0.5,1,8
280373,0.3684210526315789,1,8
280374,0.5,1,8
280375,0.6086956521739131,1,8
280376,0.4166666666666667,1,8
280377,0.56,1,8
280379,0.5454545454545454,1,8
280380,0.3076923076923077,1,8
280383,0.4642857142857143,1,8
280384,0.25,1,8
280385,0.5714285714285714,1,8
280386,0.5789473684210527,1,8
280387,0.47368421052631576,1,8
280389,0.2608695652173913,1,8
280391,0.3,1,8
280392,0.7368421052631579,1,8
280395,0.6086956521739131,1,8
280396,0.4,1,8
280398,0.375,1,8
280403,0.45454545454545453,1,8
280404,0.5652173913043478,1,8
280405,0.375,1,8
280406,0.4090909090909091,1,8
280408,0.4583333333333333,1,8
280409,0.7083333333333334,1,8
280411,0.4117647058823529,1,8
280412,0.1875,1,8
280413,0.6086956521739131,1,8
280418,0.55,1,8
280419,0.6666666666666666,1,8
280420,0.6111111111111112,1,8
280422,0.5,1,8
280428,0.2222222222222222,1,8
280429,0.2,1,8
280430,0.375,1,8
280433,0.6470588235294118,1,8
280435,0.4782608695652174,1,8
280436,0.4,1,8
280437,0.3103448275862069,1,8
280438,0.21052631578947367,1,8
280440,0.3684210526315789,1,8
280444,0.375,1,8
280281,0.4444444444444444,0,8
280282,0.6428571428571429,0,8
280283,0.5,0,8
280285,0.2857142857142857,0,8
280286,0.45,0,8
280288,0.5714285714285714,0,8
280289,0.5555555555555556,0,8
280292,0.4166666666666667,0,8
280297,0.6153846153846154,0,8
280298,0.35,0,8
280299,0.375,0,8
280300,0.5,0,8
280301,0.15384615384615385,0,8
280302,0.16666666666666666,0,8
280303,0.36363636363636365,0,8
280304,0.6470588235294118,0,8
280305,0.2727272727272727,0,8
280306,0.6153846153846154,0,8
280307,0.4,0,8
280308,0.35,0,8
280309,0.23076923076923078,0,8
280310,0.4166666666666667,0,8
280311,0.5263157894736842,0,8
280312,0.6153846153846154,0,8
280313,0.08333333333333333,0,8
280314,0.42857142857142855,0,8
280315,0.26666666666666666,0,8
280316,0.35294117647058826,0,8
280317,0.36363636363636365,0,8
280318,0.47058823529411764,0,8
280320,0.5714285714285714,0,8
280321,0.5,0,8
280322,0.3333333333333333,0,8
280325,0.38095238095238093,0,8
280326,0.26666666666666666,0,8
280327,0.29411764705882354,0,8
280328,0.5454545454545454,0,8
280329,0.5625,0,8
280330,0.25,0,8
280332,0.75,0,8
280333,0.4166666666666667,0,8
280334,0.5625,0,8
280335,0.5,0,8
280336,0.47368421052631576,0,8
280337,0.45454545454545453,0,8
280339,0.6666666666666666,0,8
280340,0.3,0,8
280342,0.3333333333333333,0,8
280343,0.4444444444444444,0,8
280344,0.5,0,8
280345,0.42857142857142855,0,8
280346,0.42105263157894735,0,8
280347,0.6153846153846154,0,8
280349,0.3333333333333333,0,8
280350,0.5,0,8
280351,0.14285714285714285,0,8
280352,0.5,0,8
280353,0.4666666666666667,0,8
280354,0.5,0,8
280355,0.42105263157894735,0,8
280356,0.4,0,8
280357,0.38461538461538464,0,8
280360,0.5333333333333333,0,8
280361,0.4166666666666667,0,8
280362,0.35714285714285715,0,8
280363,0.5833333333333334,0,8
280364,0.6190476190476191,0,8
280365,0.36363636363636365,0,8
280367,0.5,0,8
280368,0.3888888888888889,0,8
280369,0.375,0,8
280370,0.4375,0,8
280371,0.625,0,8
280372,0.3333333333333333,0,8
280373,0.4,0,8
280374,0.3333333333333333,0,8
280375,0.6,0,8
280376,0.4,0,8
280377,0.55,0,8
280379,0.38461538461538464,0,8
280380,0.6875,0,8
280383,0.42857142857142855,0,8
280384,0.625,0,8
280385,0.5,0,8
280386,0.5294117647058824,0,8
280387,0.15384615384615385,0,8
280389,0.4666666666666667,0,8
280391,0.65,0,8
280392,0.5217391304347826,0,8
280395,0.42857142857142855,0,8
280396,0.20833333333333334,0,8
280398,0.47058823529411764,0,8
280403,0.6111111111111112,0,8
280404,0.8,0,8
280405,0.4,0,8
280406,0.47058823529411764,0,8
280408,0.5,0,8
280409,0.5,0,8
280411,0.14285714285714285,0,8
280412,0.5,0,8
280413,0.46153846153846156,0,8
280418,0.4,0,8
280419,0.3333333333333333,0,8
280420,0.47619047619047616,0,8
280422,0.5555555555555556,0,8
280428,0.6363636363636364,0,8
280429,0.38461538461538464,0,8
280430,0.46153846153846156,0,8
280433,0.3333333333333333,0,8
280435,0.5294117647058824,0,8
280436,0.3125,0,8
280437,0.2,0,8
280438,0.23529411764705882,0,8
280440,0.375,0,8
280444,0.29411764705882354,0,8
280281,0.5294117647058824,1,9
280282,0.47368421052631576,1,9
280283,0.4166666666666667,1,9
280285,0.5625,1,9
280286,0.5555555555555556,1,9
280288,0.21052631578947367,1,9
280289,0.7058823529411765,1,9
280292,0.5333333333333333,1,9
280297,0.42105263157894735,1,9
280298,0.3,1,9
280299,0.3333333333333333,1,9
280300,0.7142857142857143,1,9
280301,0.3333333333333333,1,9
280302,0.4666666666666667,1,9
280303,0.4666666666666667,1,9
280304,0.5238095238095238,1,9
280305,0.4444444444444444,1,9
280306,0.3157894736842105,1,9
280307,0.5,1,9
280308,0.23076923076923078,1,9
280309,0.3333333333333333,1,9
280310,0.5,1,9
280311,0.6666666666666666,1,9
280312,0.5,1,9
280313,0.5454545454545454,1,9
280314,0.47368421052631576,1,9
280315,0.4,1,9
280316,0.47058823529411764,1,9
280317,0.5294117647058824,1,9
280318,0.3,1,9
280320,0.6521739130434783,1,9
280321,0.5294117647058824,1,9
280322,0.35714285714285715,1,9
280325,0.5,1,9
280326,0.5882352941176471,1,9
280327,0.6666666666666666,1,9
280328,0.625,1,9
280329,0.3,1,9
280330,0.5294117647058824,1,9
280332,0.5,1,9
280333,0.38461538461538464,1,9
280334,0.6666666666666666,1,9
280335,0.4666666666666667,1,9
280336,0.47368421052631576,1,9
280337,0.6470588235294118,1,9
280339,0.5,1,9
280340,0.4,1,9
280342,0.36363636363636365,1,9
280343,0.1875,1,9
280344,0.3333333333333333,1,9
280345,0.2777777777777778,1,9
280346,0.6,1,9
280347,0.6,1,9
280349,0.6666666666666666,1,9
280350,0.38461538461538464,1,9
280351,0.6153846153846154,1,9
280352,0.6470588235294118,1,9
280353,0.625,1,9
280354,0.3,1,9
280355,0.6521739130434783,1,9
280356,0.45454545454545453,1,9
280357,0.5263157894736842,1,9
280360,0.5294117647058824,1,9
280361,0.3125,1,9
280362,0.5,1,9
280363,0.3333333333333333,1,9
280364,0.5333333333333333,1,9
280365,0.5555555555555556,1,9
280367,0.42857142857142855,1,9
280368,0.3333333333333333,1,9
280369,0.45454545454545453,1,9
280370,0.6428571428571429,1,9
280371,0.375,1,9
280372,0.7777777777777778,1,9
280373,0.3,1,9
280374,0.5,1,9
280375,0.6,1,9
280376,0.5555555555555556,1,9
280377,0.6,1,9
280379,0.3684210526315789,1,9
280380,0.6190476190476191,1,9
280383,0.42857142857142855,1,9
280384,0.5625,1,9
280385,0.2777777777777778,1,9
280386,0.5,1,9
280387,0.5555555555555556,1,9
